Uniprot_A	Uniprot_B	Gene_A	Gene_B	ORF_A	ORF_B	Alias_A	Alias_B	pmid:method:quality
P32337	Q00684	PSE1	CDC14	YM9952.10C		S000004925	S000001924	26022122:0114:LC|26022122:0096:LC
P32337	Q02630	PSE1	NUP116	YM9952.10C	YM9532.12C	S000004925	S000004650	9864357:0049:LC|10678175:0055:LC
P32337	Q02724	PSE1	ULP1	YM9952.10C	LPB11C	S000004925	S000005941	11805826:0004:LC|27939291:0114:LC|11805826:0676:LC|27939291:0096:LC|11805826:0007:LC
P32337	Q03790	PSE1	NUP53	YM9952.10C	YM8520.02	S000004925	S000004762	10678175:0055:LC|9864357:0004:LC|23541588:0096:LC|9864357:0049:LC|23541588:0114:LC
P32340	P32340	NDI1	NDI1	YM7056.06C	YM7056.06C	S000004589	S000004589	22949654:0114:LC|29402945:0114:LC|23086143:0007:LC|23086143:0004:LC|23086143:0401:LC|23086143:0071:LC|23086143:0114:LC
P32342	P38985	SRP21	SRP14	YKL527	D2404	S000001605	S000002250	10655498:0018:LC
P32344	Q04949	QRI5	DYN3		YM9952.01C	S000004194	S000004914	10655498:0018:LC
P32345	P38193	PPH3	PSY4	D4421	YBL0402	S000002482	S000000142	11805837:0004:LC|11805826:0007:LC|16085932:0018:LC|11805826:0004:LC|16085932:0004:LC|11805826:0676:LC|16085932:0397:LC|16085932:0676:LC|11805837:0007:LC
P32345	P40164	PPH3	PSY2	D4421	N1366	S000002482	S000005145	11805837:0004:LC|11805826:0007:LC|11805826:0676:LC|11805826:0004:LC|11805837:0007:LC
P32345	Q12199	PPH3	TIP41	D4421	YP3085.04	S000002482	S000006244	16085932:0397:LC|16085932:0018:LC
P32349	P32910	RPC82	RPC34	P9677.11	N2031	S000006394	S000005286	14759368:0007:LC|10393904:0018:LC|2547163:0018:LC|11805826:0004:LC|9312031:0018:LC|11805826:0676:LC|14759368:0004:LC|11805826:0007:LC|8407894:0018:LC
P32349	P35718	RPC82	RPC25	P9677.11	UNF1|YKL1	S000006394	S000001627	14759368:0007:LC|11805826:0676:LC|11805826:0004:LC|11805826:0007:LC|14759368:0004:LC
P32353	P53045	ERG3	ERG25	L2150		S000004046	S000003292	16300994:0004:LC|16300994:0112:LC|16300994:0090:LC
P32354	P32354	MCM10	MCM10			S000001412	S000001412	12844493:0018:LC|12844493:0096:LC|24972833:0018:LC
P32354	P38132	MCM10	MCM7		YBR1441	S000001412	S000000406	19064704:0018:LC|10783164:0018:LC|26686640:0018:LC|9154825:0018:LC
P32354	P53091	MCM10	MCM6			S000001412	S000003169	9154825:0004:LC|26686640:0096:LC|22433841:0018:LC|22433841:0007:LC|22433841:0004:LC|9154825:0096:LC|26686640:0018:LC|9154825:0018:LC
P32354	Q02574	MCM10	MEC3		L8003.15	S000001412	S000004279	24972833:0004:LC|24972833:0018:LC
P32356	P34730	NTH1	BMH2	YD8119.07C	YD8557.08	S000002408	S000002506	23155055:0004:LC|11805826:0007:LC|17916074:0004:LC|11805826:0004:LC|23155055:0018:LC|17916074:0081:LC|11805826:0676:LC|17916074:0107:LC|17916074:0096:LC
P32357	P33334	AAR2	PRP8	YBL06.06|YBL0611		S000000170	S000001208	11720285:0401:LC|17934474:0007:LC|23354046:0226:LC|21764848:0401:LC|16373487:0004:LC|17934474:0004:LC|17934474:0428:LC|23442228:0114:LC|PDB_4ILH:0114:LC|11805826:0004:LC|21764848:0004:LC|16373487:0401:LC|23442228:0096:LC|23354046:0114:LC|11805826:0676:LC|17934474:0071:LC|21764848:0114:LC|11805826:0007:LC|23354046:0096:LC
P32357	P36048	AAR2	SNU114	YBL06.06|YBL0611	YKL637	S000000170	S000001656	11720285:0401:LC|17934474:0071:LC
P32361	P32361	IRE1	IRE1			S000001121	S000001121	20417606:0114:LC|18191223:0114:LC|18191223:0415:LC|19079236:0415:LC|14564015:0415:LC|23541589:0415:LC|19079236:0028:LC|18191223:0096:LC|19079236:0114:LC|23541589:0055:LC|26792008:0415:LC|20625545:0055:LC|18191223:0424:LC|16365312:0114:LC
P32364	P40450	SMY1	BNR1	YKL409		S000001562	S000001421	10597305:0049:LC|10597305:0018:LC|10597305:0096:LC
P32364	Q06704	SMY1	IMH1	YKL409		S000001562	S000004300	19591838:0055:LC|19591838:0018:LC
P32364	Q12527	SMY1	ATG11	YKL409	YP9499.07C	S000001562	S000006253	19591838:0055:LC|19591838:0018:LC
P32366	P32563	VMA6	VPH1	L9324.8		S000004439	S000005796	19289121:0096:LC|19289121:0107:LC|23142977:0410:LC|19081055:0004:LC|11592965:0019:LC|11592965:0004:LC|19081055:0007:LC|9488470:0401:LC|11823419:0004:LC|11823419:0007:LC|19081055:0410:LC
P32366	P32610	VMA6	VMA8	L9324.8	SYGP-ORF11	S000004439	S000000777	23142977:0410:LC|19081055:0410:LC
P32366	P37296	VMA6	STV1	L9324.8	YM9796.07	S000004439	S000004658	11592965:0004:LC|28183979:0111:LC|11592965:0019:LC
P32366	P39111	VMA6	VMA7	L9324.8		S000004439	S000003252	11805826:0004:LC|11805826:0676:LC|19081055:0410:LC|11805826:0007:LC|23142977:0410:LC
P32366	P41807	VMA6	VMA13	L9324.8	YP3085.02	S000004439	S000006240	23142977:0410:LC|19081055:0410:LC
P32366	P48836	VMA6	VMA10	L9324.8	YHR039BC|YHR039C-B	S000004439	S000002100	23142977:0410:LC|19081055:0410:LC
P32367	P32367	TFC1	TFC1	YBR0919	YBR0919	S000000327	S000000327	14759368:0004:LC|11805826:0007:LC|14759368:0007:LC
P32367	P33339	TFC1	TFC4	YBR0919		S000000327	S000003279	14759368:0007:LC|11805826:0004:LC|9584160:0401:LC|11805826:0676:LC|9584160:0004:LC|14759368:0004:LC|11805826:0007:LC
P32367	P34111	TFC1	TFC3	YBR0919	FUN24	S000000327	S000000001	12533520:0004:LC|12533520:0019:LC|11805826:0676:LC|9584160:0401:LC|11805826:0004:LC|9584160:0004:LC|11805826:0007:LC
P32367	Q06339	TFC1	TFC6	YBR0919		S000000327	S000002770	12533520:0004:LC|12533520:0019:LC|11805826:0676:LC|9584160:0401:LC|11805826:0004:LC|9584160:0004:LC|11805826:0007:LC
P32367	Q12415	TFC1	TFC7	YBR0919	O3234|YOR3234W	S000000327	S000005636	14759368:0007:LC|9584160:0004:LC|9584160:0047:LC|9584160:0018:LC|9584160:0096:LC|9584160:0401:LC|9584160:0019:LC|11604518:0018:LC|9584160:0049:LC|14759368:0004:LC|17409385:0018:LC|11805826:0004:LC|11805826:0676:LC|11805826:0007:LC|9584160:0045:LC
P32368	Q06385	SAC1	VPS74		D9481.15	S000001695	S000002780	22553352:0018:LC|25113029:0114:LC|22553352:0090:LC|22553352:0004:LC|22553352:0047:LC|25113029:0096:LC
P32379	P40302	PUP2	PRE5	G9155	YM9924.06	S000003485	S000004931	11062564:0114:LC|15916965:0114:LC|11081519:0114:LC|9087403:0114:LC|11493007:0114:LC
P32379	P40303	PUP2	PRE6	G9155		S000003485	S000005398	11062564:0114:LC|15916965:0114:LC|11081519:0114:LC|9087403:0114:LC|11493007:0114:LC
P32380	P32380	SPC110	SPC110	D9476.3	D9476.3	S000002764	S000002764	17978090:0055:LC|9384578:0096:LC|11805826:0676:LC|10330408:0018:LC|9384578:0018:LC|11805826:0007:LC
P32380	P33419	SPC110	SPC29	D9476.3	LPH3W	S000002764	S000006045	9585415:0401:LC|10339566:0018:LC|10339566:0004:LC|15872084:0055:LC
P32380	P36094	SPC110	SPC42	D9476.3	YKL255	S000002764	S000001525	9585415:0401:LC|9384578:0004:LC|15872084:0055:LC|8247006:0019:LC|10330408:0018:LC|9384578:0019:LC
P32380	P38863	SPC110	SPC97	D9476.3		S000002764	S000001215	9384578:0004:LC|24161932:0071:LC|25599398:0410:LC|11950928:0401:LC|25599398:0020:LC|9384578:0401:LC|11950928:0096:LC|9585415:0401:LC|20631709:0040:LC|17978090:0055:LC|9693376:0018:LC|20631709:0096:LC|9384578:0018:LC|11950928:0004:LC
P32380	P53378	SPC110	TUB4	D9476.3	L8167.21	S000002764	S000004202	25599398:0020:LC|9670012:0018:LC|9384578:0004:LC|11950928:0096:LC|20631709:0040:LC|24161932:0071:LC|17978090:0055:LC|25599398:0410:LC|9693376:0018:LC|20631709:0096:LC|9384578:0018:LC|11950928:0401:LC|11950928:0004:LC
P32380	P53540	SPC110	SPC98	D9476.3	N1222|N1879	S000002764	S000005070	9585415:0401:LC|20631709:0040:LC|9384578:0401:LC|11950928:0096:LC|25599398:0020:LC|24161932:0071:LC|17978090:0055:LC|25599398:0410:LC|9693376:0018:LC|20631709:0096:LC|9384578:0018:LC|11950928:0401:LC|11950928:0004:LC
P32380	P53865	SPC110	CNM67	D9476.3	N1264	S000002764	S000005169	9585415:0401:LC|15872084:0055:LC
P32380	P54199	SPC110	MPS1	D9476.3	D2785	S000002764	S000002186	11278681:0415:LC|20489023:0007:LC|20489023:0004:LC|24842996:0415:LC
P32381	P33204	ARP2	ARC19	D2778	YKL166	S000002187	S000001496	11805837:0004:LC|11805837:0007:LC|11805826:0676:LC|11805826:0004:LC|11805826:0007:LC|23583819:0401:LC
P32381	P38328	ARP2	ARC40	D2778	YBR1532	S000002187	S000000438	10377407:0401:LC|11805837:0004:LC|23583819:0401:LC|11805826:0004:LC|10377407:0071:LC|10377407:0019:LC|11805837:0007:LC|11805826:0676:LC|10377407:0004:LC|11805826:0007:LC
P32381	P40518	ARP2	ARC15	D2778		S000002187	S000001324	11805837:0004:LC|16183906:0401:LC|15485833:0071:LC|11805837:0007:LC|11805826:0676:LC|11805826:0004:LC|11805826:0007:LC|23583819:0401:LC
P32381	P47079	ARP2	CCT8	D2778	J1374	S000002187	S000003545	11805826:0676:LC|11805826:0004:LC|11805826:0007:LC|11805837:0007:LC
P32381	P47117	ARP2	ARP3	D2778	J1760	S000002187	S000003826	11331312:0004:LC|11331312:0401:LC|15485833:0004:LC|10377407:0401:LC|11533442:0114:LC|9210376:0019:LC|11805837:0004:LC|23868593:0401:LC|9210376:0004:LC|10377407:0071:LC|11805837:0007:LC|9210376:0091:LC|15485833:0071:LC|11805826:0004:LC|11805826:0676:LC|10377407:0004:LC|9210376:0401:LC|11805826:0007:LC
P32381	P53731	ARP2	ARC35	D2778	N3296	S000002187	S000005318	11805837:0004:LC|11805826:0004:LC|23583819:0401:LC|11805826:0676:LC|11805826:0007:LC|11805837:0007:LC
P32381	Q05933	ARP2	ARC18	D2778	L8039.15	S000002187	S000004362	11805837:0007:LC|11805837:0004:LC|16183906:0401:LC|23583819:0401:LC|11805826:0004:LC|10588653:0004:LC|10588653:0018:LC|15485833:0071:LC|11805826:0676:LC|11805826:0007:LC
P32381	Q12446	ARP2	LAS17	D2778		S000002187	S000005707	11533442:0114:LC|10322115:0004:LC|10512884:0019:LC|22615397:0090:LC|10512884:0007:LC|10322115:0019:LC|10512884:0004:LC
P32386	P38929	YBT1	PMC1			S000003971	S000002974	28183979:0111:LC
P32389	P32389	MET4	MET4	N2177	N2177	S000005047	S000005047	23661758:0055:LC
P32389	P39014	MET4	MET30	N2177		S000005047	S000001308	8524217:0018:LC|10637232:0007:LC|15883825:0007:LC|11805837:0004:LC|10637232:0004:LC|15883825:0004:LC|11805837:0007:LC|14690591:0397:LC|10637232:0018:LC|15883825:0096:LC
P32389	P40573	MET4	MET28	N2177		S000005047	S000001456	9799240:0018:LC|8665859:0018:LC|23661758:0055:LC|9799240:0404:LC
P32419	P35056	MDH3	PEX5	D2468	YD8419.11	S000002236	S000002652	11071920:0018:LC|11967269:0018:LC|11154700:0401:LC|11154700:0018:LC
P32432	P32864	SFP1	MRS6	L8084.4		S000004395	S000005897	11805837:0004:LC|11805837:0007:LC
P32445	Q07651	RIM1	FMP45	YCR28C-A		S000007222	S000002381	22615397:0090:LC
P32447	P32447	ASF1	ASF1	J0755	J0755	S000003651	S000003651	PDB_5EII:0114:LC|29273204:0114:LC|PDB_5UEA:0114:LC|11805826:0007:LC
P32447	P32479	ASF1	HIR1	J0755	YBL0318	S000003651	S000000104	11412995:0019:LC|11404324:0018:LC|11412995:0096:LC|11412995:0004:LC
P32447	P40963	ASF1	SAS2	J0755	YM9553.03C	S000003651	S000004734	11731479:0004:LC|11731479:0019:LC|11731480:0006:LC|11731480:0018:LC|11731480:0004:LC|11731480:0019:LC
P32447	P61830	ASF1	HHT1|HHT2	J0755	YBR0201|N2749	S000003651	S000004976|S000000214	17166288:0114:LC|11172707:0004:LC|16229457:0401:LC|11172707:0019:LC|24209620:0007:LC|11412995:0401:LC
P32447	Q04003	ASF1	SAS4	J0755	YD9395.15C	S000003651	S000002589	11731479:0004:LC|11731480:0007:LC|11731480:0018:LC|11731479:0019:LC|11731480:0004:LC|11731480:0019:LC|11404324:0018:LC
P32447	Q07794	ASF1	RTT109	J0755	L1377	S000003651	S000003925	17690098:0047:LC|17690098:0004:LC|18458063:0415:LC
P32447	Q99314	ASF1	SAS5	J0755		S000003651	S000005739	11731479:0004:LC|11731479:0019:LC|11731480:0018:LC
P32449	P32449	ARO4	ARO4	YBR1701	YBR1701	S000000453	S000000453	11805826:0676:LC|11805826:0007:LC|15019786:0114:LC|12540830:0114:LC
P32457	P32458	CDC3	CDC11	L8543.7	J1833	S000004306	S000003837	18541672:0018:LC|12665577:0018:LC|12215547:0018:LC|12215547:0004:LC|16371506:0004:LC|18541672:0004:LC|18541672:0096:LC|11805837:0004:LC|16207085:0018:LC|9813094:0401:LC|16207085:0096:LC|11805837:0007:LC|16371506:0006:LC|9813094:0004:LC|18541672:0401:LC|18550837:0040:LC|11805826:0004:LC|11805826:0676:LC|11805826:0007:LC
P32457	P32468	CDC3	CDC12	L8543.7		S000004306	S000001149	18541672:0018:LC|18550837:0096:LC|12215547:0018:LC|18550837:0114:LC|18541672:0004:LC|11805837:0004:LC|16207085:0018:LC|9813094:0401:LC|11805826:0004:LC|16207085:0096:LC|28541184:0090:LC|11805837:0007:LC|9813094:0004:LC|18541672:0401:LC|11805826:0676:LC|11805826:0007:LC
P32457	P34244	CDC3	HSL1	L8543.7	YKL453	S000004306	S000001584	9925642:0004:LC|9813093:0019:LC|9925642:0019:LC
P32457	P48562	CDC3	CLA4	L8543.7	N0450	S000004306	S000005242	14993234:0415:LC|20020052:0415:LC
P32457	Q03497	CDC3	STE20	L8543.7		S000004306	S000000999	20020052:0415:LC|16319894:0415:LC
P32457	Q07657	CDC3	SHS1	L8543.7		S000004306	S000002384	11805837:0004:LC|12058072:0004:LC|12058072:0007:LC|12058072:0019:LC|11805826:0676:LC|11805826:0004:LC|11805826:0007:LC|11805837:0007:LC
P32457	Q08562	CDC3	ULS1	L8543.7		S000004306	S000005717	18603780:0018:LC
P32457	Q12263	CDC3	GIN4	L8543.7	D9719.13	S000004306	S000002915	12058072:0007:LC|12058072:0004:LC|20489023:0007:LC|9813093:0018:LC|20489023:0004:LC|9813092:0004:LC|9813092:0018:LC|12058072:0019:LC
P32458	P32458	CDC11	CDC11	J1833	J1833	S000003837	S000003837	16207085:0018:LC|18550837:0040:LC|18541672:0018:LC|12665577:0018:LC|12215547:0018:LC
P32458	P32468	CDC11	CDC12	J1833		S000003837	S000001149	18541672:0018:LC|12665577:0018:LC|12215547:0018:LC|9813094:0019:LC|18550837:0114:LC|18541672:0004:LC|18541672:0096:LC|11805837:0004:LC|16207085:0018:LC|28541184:0090:LC|11805837:0007:LC|16371506:0006:LC|9813094:0004:LC|18550837:0040:LC|18550837:0096:LC
P32458	P39011	CDC11	BEM4	J1833	P2561	S000003837	S000006082	12665577:0018:LC
P32458	P53890	CDC11	BNI5	J1833	N1706	S000003837	S000005110	17618228:0018:LC|12215547:0096:LC|27806918:0096:LC|12215547:0018:LC|12215547:0004:LC|27806918:0055:LC
P32458	P54786	CDC11	ZDS2	J1833	YM8339.10	S000003837	S000004577	14690591:0397:LC
P32458	Q07657	CDC11	SHS1	J1833		S000003837	S000002384	12058072:0007:LC|9813094:0019:LC|16207085:0018:LC|9813094:0004:LC|12058072:0004:LC|12058072:0019:LC
P32458	Q12263	CDC11	GIN4	J1833	D9719.13	S000003837	S000002915	12058072:0007:LC|20489023:0007:LC|20489023:0004:LC|12058072:0004:LC|12058072:0019:LC|12058072:0006:LC
P32458	Q12306	CDC11	SMT3	J1833	D9719.15	S000003837	S000002918	10579719:0415:LC
P32464	P38692	HYM1	KIC1			S000001672	S000001144	11805837:0004:LC|12972564:0018:LC|12972564:0007:LC|12972564:0004:LC|24205201:0018:LC|24205201:0004:LC|11805837:0007:LC
P32464	Q08817	HYM1	SOG2			S000001672	S000005880	12972564:0018:LC
P32468	P32468	CDC12	CDC12			S000001149	S000001149	16207085:0018:LC|18541672:0018:LC|12215547:0018:LC
P32468	P33304	CDC12	AFR1		D4471	S000001149	S000002492	9201710:0401:LC|9201710:0004:LC|8791410:0018:LC|7823940:0018:LC|10790383:0018:LC
P32468	P38785	CDC12	GIC1			S000001149	S000001103	16371506:0096:LC|16371506:0018:LC|14690591:0397:LC
P32468	P48562	CDC12	CLA4		N0450	S000001149	S000005242	14993234:0415:LC
P32468	Q05080	CDC12	HOF1		YM9973.05	S000001149	S000004635	23468521:0090:LC|23447700:0018:LC
P32468	Q06648	CDC12	GIC2		D9740.18	S000001149	S000002717	16371506:0096:LC|16371506:0018:LC|14690591:0397:LC
P32468	Q07657	CDC12	SHS1			S000001149	S000002384	12058072:0007:LC|9813094:0019:LC|9790978:0018:LC|16207085:0018:LC|9813094:0004:LC|28541184:0090:LC|12058072:0004:LC|12058072:0019:LC
P32468	Q12263	CDC12	GIN4		D9719.13	S000001149	S000002915	12058072:0007:LC|12058072:0004:LC|20489023:0004:LC|20489023:0007:LC|12058072:0019:LC
P32469	P32469	DPH5	DPH5	L9470.17	L9470.17	S000004162	S000004162	22615397:0090:LC
P32471	P36008	EFB1	TEF4			S000000003	S000001564	17179749:0018:LC|11805826:0676:LC|11805826:0004:LC|11805826:0007:LC|17179749:0004:LC
P32476	P53045	ERG1	ERG25			S000003407	S000003292	16300994:0004:LC|16300994:0090:LC|16300994:0112:LC
P32478	P38194	HSP150	P38194	J0558	YBL0404	S000003695	S000000140	10655498:0018:LC
P32478	P38240	HSP150	P38240	J0558	YBR0612	S000003695	S000000268	10655498:0018:LC
P32478	Q12264	HSP150	Q12264	J0558		S000003695	S000002181	10655498:0018:LC
P32479	P32479	HIR1	HIR1	YBL0318	YBL0318	S000000104	S000000104	9001207:0007:LC|9504914:0007:LC|9504914:0004:LC|9504914:0019:LC|9001207:0004:LC
P32479	P32480	HIR1	HIR2	YBL0318	OR26.31	S000000104	S000005564	16264190:0676:LC|9001207:0007:LC|16264190:0029:LC|9504914:0007:LC|9504914:0004:LC|9001207:0004:LC|16264190:0004:LC|9504914:0019:LC
P32481	P32501	GCD11	GCD6		YD8142.12|YD8142B.03	S000000827	S000002619	14759368:0007:LC|11805826:0676:LC|11805826:0004:LC|14759368:0004:LC|11805826:0007:LC
P32481	P32502	GCD11	GCD7		L8003.17	S000000827	S000004282	11805837:0004:LC|14759368:0007:LC|11805837:0007:LC|14759368:0004:LC
P32481	P38249	GCD11	RPG1		YBR0734	S000000827	S000000283	14759368:0007:LC|22123745:0401:LC|14759368:0004:LC
P32481	P38431	GCD11	TIF5		YP3085.05	S000000827	S000006245	20485439:0007:LC|20485439:0096:LC|14759368:0007:LC|14759368:0004:LC
P32481	Q05791	GCD11	CDC123			S000000827	S000004205	11805837:0004:LC|23775072:0004:LC|26211610:0071:LC|26211610:0007:LC|26211610:0018:LC|11805837:0007:LC|26211610:0065:LC|23775072:0018:LC
P32485	P32485	HOG1	HOG1	L2931|L9354.2	L2931|L9354.2	S000004103	S000004103	25825474:0415:LC|27524664:0415:LC|11805826:0676:LC|18596410:0415:LC|11805826:0007:LC
P32485	P38128	HOG1	SMP1	L2931|L9354.2	YBR1245	S000004103	S000000386	12482976:0018:LC|12482976:0415:LC|12482976:0004:LC|15448699:0018:LC
P32485	P38622	HOG1	RCK1	L2931|L9354.2	G1854	S000004103	S000003126	11805837:0004:LC|11805837:0007:LC
P32485	P38623	HOG1	RCK2	L2931|L9354.2	L9672.6	S000004103	S000004238	20489023:0007:LC|11344302:0415:LC|20489023:0676:LC|26775127:0090:LC|10805732:0018:LC|10805732:0004:LC|11805837:0004:LC|10805732:0415:LC|20489023:0004:LC|22615397:0090:LC|11805837:0007:LC
P32485	P38634	HOG1	SIC1	L2931|L9354.2	L9449.8	S000004103	S000004069	15448699:0096:LC|15448699:0045:LC|24643376:0415:LC|15448699:0004:LC|15448699:0007:LC|15448699:0019:LC|15448699:0018:LC|15448699:0424:LC|21698101:0415:LC
P32485	P48361	HOG1	ASK10	L2931|L9354.2		S000004103	S000003329	20489023:0007:LC|20489023:0004:LC|24298058:0415:LC|24298058:0018:LC
P32485	Q02100	HOG1	SKO1	L2931|L9354.2	N1702	S000004103	S000005111	12086627:0019:LC|12086627:0004:LC|11500510:0401:LC|11230135:0415:LC|11230135:0019:LC|11230135:0004:LC|12086627:0096:LC
P32485	Q03213	HOG1	HOT1	L2931|L9354.2	YM8010.02	S000004103	S000004783	12743037:0018:LC|23916462:0004:LC|20489023:0004:LC|20489023:0007:LC|10409737:0018:LC|20489023:0676:LC|23916462:0018:LC|12743037:0415:LC
P32485	Q06108	HOG1	RGC1	L2931|L9354.2		S000004103	S000006319	20489023:0007:LC|24298058:0018:LC|20489023:0004:LC
P32489	P89114	MEI5	SAE3	LPH6C		S000006042	S000001957	15620352:0226:LC|15620352:0416:LC|15620352:0045:LC|15620352:0006:LC|22955832:0401:LC|15620352:0004:LC|15620352:0019:LC
P32490	Q00772	MKK1	SLT2	O5095		S000005757	S000001072	8596433:0401:LC|8596433:0004:LC|17711850:0415:LC|20489023:0004:LC|20489023:0007:LC|20489023:0676:LC|8596433:0018:LC|9493378:0018:LC|26787465:0007:LC|26787465:0004:LC
P32490	Q01389	MKK1	BCK1	O5095	J0906	S000005757	S000003631	20489023:0007:LC|20489023:0004:LC|8757399:0018:LC
P32491	P38339	MKK2	RGD1	LPI6C	YBR1728	S000006061	S000000464	11805837:0004:LC|20489023:0007:LC|20489023:0004:LC|11805837:0007:LC
P32491	Q00772	MKK2	SLT2	LPI6C		S000006061	S000001072	11805837:0004:LC|8596433:0004:LC|20489023:0004:LC|11805837:0007:LC|8596433:0401:LC|20489023:0676:LC|8596433:0018:LC|9493378:0018:LC|17711850:0415:LC|20489023:0007:LC|8757399:0018:LC
P32491	Q01389	MKK2	BCK1	LPI6C	J0906	S000006061	S000003631	11805837:0004:LC|20489023:0007:LC|20489023:0004:LC|11805837:0007:LC|8757399:0018:LC
P32492	P32492	MYO4	MYO4	FUN22	FUN22	S000000027	S000000027	11805826:0007:LC|20457760:0401:LC|20439999:0114:LC
P32492	P36068	MYO4	SHE2	FUN22		S000000027	S000001613	20457760:0004:LC|11805826:0007:LC|20457760:0401:LC|22084309:0096:LC|11805826:0676:LC|11032818:0018:LC|11805826:0004:LC|22084309:0114:LC|21526221:0071:LC
P32492	P38272	MYO4	SHE3	FUN22	YBR1005	S000000027	S000000334	20457760:0004:LC|17893244:0401:LC|11032818:0004:LC|17893244:0004:LC|11032818:0029:LC|18056806:0107:LC|21526221:0071:LC|11032818:0019:LC|20457760:0401:LC|17893244:0096:LC|18056806:0096:LC|24522109:0114:LC|11805837:0004:LC|10792032:0004:LC|22084309:0096:LC|10792032:0019:LC|18056806:0007:LC|11805837:0007:LC|22084309:0114:LC|11032818:0401:LC|11805826:0004:LC|11805826:0676:LC|18056806:0004:LC|12446711:0018:LC|11805826:0007:LC|11032818:0018:LC|18056806:0018:LC
P32492	P51534	MYO4	SHE4	FUN22	OR26.26	S000000027	S000005561	21115842:0065:LC|12808026:0018:LC|21115842:0096:LC
P32494	P35177	NGG1	SPT7	YD9395.09	YBR0739	S000002583	S000000285	25216679:0401:LC|9885573:0019:LC|25216679:0004:LC|9224714:0019:LC|9756893:0401:LC|9756893:0029:LC|11805826:0004:LC|9224714:0029:LC|9885573:0029:LC|12446794:0401:LC|11805826:0676:LC|9756893:0019:LC|11805826:0007:LC|9753545:0004:LC|9753545:0019:LC
P32494	P38129	NGG1	TAF5	YD9395.09	YBR1410	S000002583	S000000402	9674426:0401:LC|25216679:0401:LC|9885573:0019:LC|10788514:0019:LC|9488488:0004:LC|9488488:0019:LC|9756893:0019:LC|10788514:0004:LC
P32494	P38811	NGG1	TRA1	YD9395.09		S000002583	S000001141	9756893:0401:LC|9885573:0029:LC|9756893:0004:LC|20489023:0007:LC|9756893:0029:LC|20489023:0004:LC|9756893:0019:LC|9756893:0071:LC
P32494	P38915	NGG1	SPT8	YD9395.09	L2144	S000002583	S000004045	9885573:0019:LC|12186975:0007:LC|9224714:0019:LC|9756893:0019:LC|12186975:0004:LC
P32494	P50875	NGG1	SPT20	YD9395.09		S000002583	S000005508	8649430:0071:LC|9885573:0019:LC|9154821:0019:LC|8649430:0401:LC|9756893:0019:LC|12186975:0004:LC|12186975:0007:LC|9224714:0019:LC|8649430:0004:LC|8649430:0019:LC
P32494	P53040	NGG1	TAF6	YD9395.09	G2985	S000002583	S000003080	25216679:0401:LC|9885573:0019:LC|9488488:0019:LC|11777910:0401:LC|10788514:0004:LC|10788514:0019:LC|11805826:0004:LC|11805826:0676:LC|9488488:0004:LC|9756893:0019:LC|11805826:0007:LC
P32494	Q01477	NGG1	UBP3	YD9395.09		S000002583	S000000953	8663102:0018:LC|9753545:0018:LC
P32494	Q02336	NGG1	ADA2	YD9395.09	D9461.33	S000002583	S000002856	25216679:0401:LC|9154821:0018:LC|7862114:0029:LC|9154821:0029:LC|10490601:0096:LC|9038164:0004:LC|7862114:0004:LC|12186975:0007:LC|9488488:0019:LC|9224714:0018:LC|9674426:0401:LC|25216679:0004:LC|9154821:0401:LC|12034840:0018:LC|7862114:0018:LC|9038164:0071:LC|9038164:0401:LC|10490601:0071:LC|9756893:0029:LC|12419236:0401:LC|9038164:0019:LC|9224714:0029:LC|9756893:0018:LC|10490601:0226:LC|9885573:0029:LC|9154821:0019:LC|12446794:0226:LC|9885573:0018:LC|9756893:0004:LC|9038164:0029:LC|25441028:0020:LC|9038164:0018:LC|9756893:0019:LC|10490601:0401:LC
P32494	Q03330	NGG1	GCN5	YD9395.09		S000002583	S000003484	25216679:0401:LC|9343382:0401:LC|9885573:0019:LC|25216679:0004:LC|9224714:0019:LC|9154821:0019:LC|9756893:0019:LC
P32494	Q03761	NGG1	TAF12	YD9395.09	YD8358.02	S000002583	S000002552	25216679:0401:LC|9885573:0019:LC|25216679:0004:LC|9756893:0019:LC
P32494	Q05027	NGG1	TAF9	YD9395.09	YM9959.18	S000002583	S000004849	9885573:0019:LC|27899560:0401:LC|9885573:0401:LC|9488488:0004:LC|9488488:0019:LC|9756893:0019:LC
P32494	Q12030	NGG1	TAF10	YD9395.09	YD9489.02	S000002583	S000002574	9885573:0019:LC|12446794:0401:LC|9756893:0019:LC
